uid,tax-identifier,tax-name,article,corpus,organisme-affectataire,classification,date,montant
1180,12,Prélèvement de 2% sur les revenus du patrimoine et les produits de placement et contribution additionnelle,article 1600-0 F bis,code général des impôts,Multiples (social),Affectation initiale aux organismes de sécurité sociale,2009-01-01,2221.0
1181,12,Prélèvement de 2% sur les revenus du patrimoine et les produits de placement et contribution additionnelle,article 1600-0 F bis,code général des impôts,Multiples (social),Affectation initiale aux organismes de sécurité sociale,2010-01-01,2085.0
1182,12,Prélèvement de 2% sur les revenus du patrimoine et les produits de placement et contribution additionnelle,article 1600-0 F bis,code général des impôts,Multiples (social),Affectation initiale aux organismes de sécurité sociale,2011-01-01,2599.0
1183,12,Prélèvement de 2% sur les revenus du patrimoine et les produits de placement et contribution additionnelle,article 1600-0 F bis,code général des impôts,Multiples (social),Affectation initiale aux organismes de sécurité sociale,2012-01-01,4862.0
1184,12,Prélèvement de 2% sur les revenus du patrimoine et les produits de placement et contribution additionnelle,article 1600-0 F bis,code général des impôts,Multiples (social),Affectation initiale aux organismes de sécurité sociale,2013-01-01,6633.0
1185,46,Taxe pour frais de chambres de métiers et de l'artisanat,article 1601,code général des impôts,Multiples (consulaire et professionnel),Monde consulaire,2007-01-01,169.0
1186,46,Taxe pour frais de chambres de métiers et de l'artisanat,article 1601,code général des impôts,Multiples (consulaire et professionnel),Monde consulaire,2008-01-01,177.0
1187,46,Taxe pour frais de chambres de métiers et de l'artisanat,article 1601,code général des impôts,Multiples (consulaire et professionnel),Monde consulaire,2009-01-01,182.0
1188,46,Taxe pour frais de chambres de métiers et de l'artisanat,article 1601,code général des impôts,Multiples (consulaire et professionnel),Monde consulaire,2010-01-01,302.0
1189,9980,Taxe additionnelle à la cotisation foncière des entreprises pour frais de chambre régionale de métiers et d'artisanat,article 1601,code général des impôts,Multiples (consulaire et professionnel),Monde consulaire,2010-01-01,0.0
1190,9980,Taxe additionnelle à la cotisation foncière des entreprises pour frais de chambre régionale de métiers et d'artisanat,article 1601,code général des impôts,Multiples (consulaire et professionnel),Monde consulaire,2011-01-01,246.0
1191,9980,Taxe additionnelle à la cotisation foncière des entreprises pour frais de chambre régionale de métiers et d'artisanat,article 1601,code général des impôts,Multiples (consulaire et professionnel),Monde consulaire,2012-01-01,258.0
1192,9980,Taxe additionnelle à la cotisation foncière des entreprises pour frais de chambre régionale de métiers et d'artisanat,article 1601,code général des impôts,Multiples (consulaire et professionnel),Monde consulaire,2013-01-01,264.0
1193,67,Majoration de 10% du montant maximum du droit fixe de la taxe pour frais de chambres de métiers,article 1601 A,code général des impôts,Fonds national de promotion du commerce et de l'artisanat,Agence de l'État,2007-01-01,9.0
1194,67,Majoration de 10% du montant maximum du droit fixe de la taxe pour frais de chambres de métiers,article 1601 A,code général des impôts,Fonds national de promotion du commerce et de l'artisanat,Agence de l'État,2008-01-01,9.0
1195,67,Majoration de 10% du montant maximum du droit fixe de la taxe pour frais de chambres de métiers,article 1601 A,code général des impôts,Fonds national de promotion du commerce et de l'artisanat,Agence de l'État,2009-01-01,10.0
1196,67,Majoration de 10% du montant maximum du droit fixe de la taxe pour frais de chambres de métiers,article 1601 A,code général des impôts,Fonds national de promotion du commerce et de l'artisanat,Agence de l'État,2010-01-01,10.0
1197,67,Majoration de 10% du montant maximum du droit fixe de la taxe pour frais de chambres de métiers,article 1601 A,code général des impôts,Fonds national de promotion du commerce et de l'artisanat,Agence de l'État,2011-01-01,10.0
1198,67,Majoration de 10% du montant maximum du droit fixe de la taxe pour frais de chambres de métiers,article 1601 A,code général des impôts,Fonds national de promotion du commerce et de l'artisanat,Agence de l'État,2012-01-01,10.0
1199,67,Majoration de 10% du montant maximum du droit fixe de la taxe pour frais de chambres de métiers,article 1601 A,code général des impôts,Fonds national de promotion du commerce et de l'artisanat,Agence de l'État,2013-01-01,10.0
1200,1281,Contribution visée au II de l'article 8 de l'ordonnance n° 2003-1213 du 18 décembre 2003,article 1601 B,code général des impôts,"Fonds d'assurance formation (FAF) des chefs d'entreprise inscrits au répertoire des métiers, y compris FAF régionaux (sauf Alsace)",Contribution rendue obligatoire par l'État,2007-01-01,33.0
1201,1281,Contribution visée au II de l'article 8 de l'ordonnance n° 2003-1213 du 18 décembre 2003,article 1601 B,code général des impôts,"Fonds d'assurance formation (FAF) des chefs d'entreprise inscrits au répertoire des métiers, y compris FAF régionaux (sauf Alsace)",Contribution rendue obligatoire par l'État,2008-01-01,34.0
1202,1281,Contribution visée au II de l'article 8 de l'ordonnance n° 2003-1213 du 18 décembre 2003,article 1601 B,code général des impôts,"Fonds d'assurance formation (FAF) des chefs d'entreprise inscrits au répertoire des métiers, y compris FAF régionaux (sauf Alsace)",Contribution rendue obligatoire par l'État,2009-01-01,37.0
1203,1281,Contribution visée au II de l'article 8 de l'ordonnance n° 2003-1213 du 18 décembre 2003,article 1601 B,code général des impôts,"Fonds d'assurance formation (FAF) des chefs d'entreprise inscrits au répertoire des métiers, y compris FAF régionaux (sauf Alsace)",Contribution rendue obligatoire par l'État,2010-01-01,38.0
1204,44,"Taxe, additionnelle à la taxe foncière sur les propriétés non baties,  pour frais de chambres d'agriculture",article 1604,code général des impôts,Chambres départementales d'agriculture,Monde consulaire,2007-01-01,280.0
1205,44,"Taxe, additionnelle à la taxe foncière sur les propriétés non baties,  pour frais de chambres d'agriculture",article 1604,code général des impôts,Chambres départementales d'agriculture,Monde consulaire,2008-01-01,282.0
1206,44,"Taxe, additionnelle à la taxe foncière sur les propriétés non baties,  pour frais de chambres d'agriculture",article 1604,code général des impôts,Chambres départementales d'agriculture,Monde consulaire,2009-01-01,287.0
1207,44,"Taxe, additionnelle à la taxe foncière sur les propriétés non baties,  pour frais de chambres d'agriculture",article 1604,code général des impôts,Chambres départementales d'agriculture,Monde consulaire,2010-01-01,287.0
1208,44,"Taxe, additionnelle à la taxe foncière sur les propriétés non baties,  pour frais de chambres d'agriculture",article 1604,code général des impôts,Chambres départementales d'agriculture,Monde consulaire,2011-01-01,292.0
1209,44,"Taxe, additionnelle à la taxe foncière sur les propriétés non baties,  pour frais de chambres d'agriculture",article 1604,code général des impôts,Chambres départementales d'agriculture,Monde consulaire,2012-01-01,297.0
1210,44,"Taxe, additionnelle à la taxe foncière sur les propriétés non baties,  pour frais de chambres d'agriculture",article 1604,code général des impôts,Chambres départementales d'agriculture,Monde consulaire,2013-01-01,297.0
1211,9952,Taxe sur la cession à titre onéreux des terrains nus ou des droits relatifs à des terrains nus rendus constructibles du fait de leur classement,article 1605 nonies,code général des impôts,Agence de services et de paiement,Agence de l'État,2010-01-01,0.0
1212,9952,Taxe sur la cession à titre onéreux des terrains nus ou des droits relatifs à des terrains nus rendus constructibles du fait de leur classement,article 1605 nonies,code général des impôts,Agence de services et de paiement,Agence de l'État,2011-01-01,3.0
1213,9952,Taxe sur la cession à titre onéreux des terrains nus ou des droits relatifs à des terrains nus rendus constructibles du fait de leur classement,article 1605 nonies,code général des impôts,Agence de services et de paiement,Agence de l'État,2012-01-01,2.0
1214,9952,Taxe sur la cession à titre onéreux des terrains nus ou des droits relatifs à des terrains nus rendus constructibles du fait de leur classement,article 1605 nonies,code général des impôts,Agence de services et de paiement,Agence de l'État,2013-01-01,10.0
1215,48,Taxe spéciale d'équipement,"article 1607 bis, 1607 ter, 1608, 1609, 1609 B, 1609C, 1609D, 1609 F",code général des impôts,"Agence pour la mise en valeur des espaces urbains de la zone dite des ""50 pas géométriques"" en Guadeloupe",Agence de l'État,2010-01-01,2.0
1216,48,Taxe spéciale d'équipement,"article 1607 bis, 1607 ter, 1608, 1609, 1609 B, 1609C, 1609D, 1609 F",code général des impôts,"Agence pour la mise en valeur des espaces urbains de la zone dite des ""50 pas géométriques"" en Guadeloupe",Agence de l'État,2011-01-01,2.0
1217,48,Taxe spéciale d'équipement,"article 1607 bis, 1607 ter, 1608, 1609, 1609 B, 1609C, 1609D, 1609 F",code général des impôts,"Agence pour la mise en valeur des espaces urbains de la zone dite des ""50 pas géométriques"" en Guadeloupe",Agence de l'État,2012-01-01,2.0
1218,48,Taxe spéciale d'équipement,"article 1607 bis, 1607 ter, 1608, 1609, 1609 B, 1609C, 1609D, 1609 F",code général des impôts,"Agence pour la mise en valeur des espaces urbains de la zone dite des ""50 pas géométriques"" en Guadeloupe",Agence de l'État,2013-01-01,2.0
